Vardas                  Pavarde                 ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas2814              Pavarde2814             7       1       9       8       2       9       5       4       3       3       10      4       5       10      5       2       
Vardas2815              Pavarde2815             3       2       10      6       3       2       5       5       8       4       7       3       10      1       10      9       
Vardas2816              Pavarde2816             10      9       9       4       5       7       5       2       9       8       8       10      2       6       6       7       
Vardas2817              Pavarde2817             3       2       10      9       3       7       6       4       4       9       4       10      4       5       10      8       
Vardas2818              Pavarde2818             4       5       7       1       3       1       10      5       7       10      5       3       9       6       9       7       
Vardas2819              Pavarde2819             7       8       6       9       1       10      9       4       2       6       10      10      7       7       6       1       
Vardas2820              Pavarde2820             2       5       1       10      7       8       10      2       2       2       6       5       7       5       8       5       
Vardas2821              Pavarde2821             2       3       7       10      7       8       8       7       2       5       4       8       9       3       4       10      
Vardas2822              Pavarde2822             10      2       10      7       10      1       7       10      10      8       3       10      9       8       9       8       
Vardas2823              Pavarde2823             7       7       1       6       8       7       9       10      9       9       4       2       5       2       6       9       
Vardas2824              Pavarde2824             2       1       2       10      1       7       6       2       7       9       3       10      3       4       10      4       
Vardas2825              Pavarde2825             5       7       10      7       10      1       2       6       9       1       7       4       4       7       10      7       
Vardas2826              Pavarde2826             5       8       6       4       1       4       5       7       6       6       4       6       8       3       9       3       
Vardas2827              Pavarde2827             3       2       1       10      3       5       6       9       6       3       3       10      2       2       2       1       
Vardas2828              Pavarde2828             3       5       8       3       5       8       9       10      7       2       3       3       1       9       8       1       
Vardas2829              Pavarde2829             4       2       4       8       8       6       1       7       9       1       6       6       1       6       2       10      
Vardas2830              Pavarde2830             9       3       9       8       3       6       10      6       7       7       2       6       1       9       9       6       
Vardas2831              Pavarde2831             10      4       5       3       10      10      8       6       3       4       2       1       10      10      8       9       
Vardas2832              Pavarde2832             4       7       5       7       8       5       7       6       1       9       3       4       1       4       6       4       
Vardas2833              Pavarde2833             4       2       8       5       5       6       6       4       4       5       3       6       5       6       8       3       
Vardas2834              Pavarde2834             1       10      4       8       9       7       5       6       3       4       8       6       8       5       5       1       
Vardas2835              Pavarde2835             4       7       5       8       1       5       7       6       5       5       1       4       5       10      9       5       
Vardas2836              Pavarde2836             1       7       4       10      7       7       3       4       1       4       5       5       5       6       3       9       
Vardas2837              Pavarde2837             2       3       8       1       3       7       1       5       2       5       6       7       4       4       1       10      
Vardas2838              Pavarde2838             10      6       6       5       7       2       2       7       1       9       9       4       8       7       4       2       
Vardas2839              Pavarde2839             7       5       7       8       9       3       3       5       7       1       2       5       2       6       5       1       
Vardas2840              Pavarde2840             1       3       8       3       10      2       6       5       3       2       8       10      6       10      4       6       
Vardas2841              Pavarde2841             10      10      9       1       2       8       9       8       7       9       10      3       9       4       8       4       
Vardas2842              Pavarde2842             8       9       7       1       1       10      6       6       10      4       1       7       1       3       1       6       
Vardas2843              Pavarde2843             2       10      8       5       5       8       4       9       10      2       10      5       7       4       1       3       
Vardas2844              Pavarde2844             1       5       8       2       8       2       10      9       10      6       2       3       5       8       1       7       
Vardas2845              Pavarde2845             2       10      10      9       1       2       8       2       10      3       3       5       3       6       3       8       
Vardas2846              Pavarde2846             1       7       3       8       2       5       9       5       6       4       2       1       5       3       7       7       
Vardas2847              Pavarde2847             8       5       7       1       3       2       2       1       9       6       6       2       4       4       10      8       
Vardas2848              Pavarde2848             7       4       6       9       8       4       1       2       10      2       7       1       10      8       4       8       
Vardas2849              Pavarde2849             8       8       9       1       9       7       4       1       4       4       2       4       6       3       3       6       
Vardas2850              Pavarde2850             10      5       1       7       9       9       7       1       8       7       1       5       1       1       2       9       
Vardas2851              Pavarde2851             4       7       2       8       2       8       4       9       9       6       8       2       2       4       1       4       
Vardas2852              Pavarde2852             5       4       2       2       8       9       5       1       7       6       5       6       9       7       2       6       
Vardas2853              Pavarde2853             9       8       6       2       8       3       10      10      5       6       4       6       6       6       2       10      
Vardas2854              Pavarde2854             4       10      2       9       2       5       6       5       2       10      7       4       4       7       10      5       
Vardas2855              Pavarde2855             2       2       5       1       6       3       2       7       4       5       7       6       2       5       5       4       
Vardas2856              Pavarde2856             7       2       2       9       6       7       2       1       7       4       4       5       8       6       2       5       
Vardas2857              Pavarde2857             8       6       4       9       4       4       7       1       9       8       10      9       1       8       8       7       
Vardas2858              Pavarde2858             3       10      2       4       5       1       2       2       6       2       4       8       9       8       2       6       
Vardas2859              Pavarde2859             2       8       1       1       7       5       7       5       5       3       7       1       4       5       7       4       
Vardas2860              Pavarde2860             4       1       5       8       2       7       2       2       2       6       8       8       4       5       6       10      
Vardas2861              Pavarde2861             8       1       9       4       2       1       7       4       5       4       3       8       9       7       3       10      
Vardas2862              Pavarde2862             5       9       5       7       9       3       5       7       5       9       10      9       7       4       8       8       
Vardas2863              Pavarde2863             6       6       3       2       10      3       6       9       8       10      2       3       9       3       4       2       
Vardas2864              Pavarde2864             7       3       6       10      3       7       7       4       10      4       2       3       2       4       10      2       
Vardas2865              Pavarde2865             3       5       1       3       6       1       4       6       6       2       4       7       6       7       5       9       
Vardas2866              Pavarde2866             3       8       6       7       3       3       4       5       2       9       7       8       7       10      3       5       
Vardas2867              Pavarde2867             5       1       9       5       2       5       9       3       8       5       9       4       4       6       8       4       
Vardas2868              Pavarde2868             8       4       5       4       10      1       10      2       4       5       8       4       9       2       7       9       
Vardas2869              Pavarde2869             5       5       8       1       9       10      8       8       10      5       6       4       4       8       10      2       
Vardas2870              Pavarde2870             2       2       9       3       7       3       7       8       1       6       7       10      10      4       5       4       
Vardas2871              Pavarde2871             8       5       5       5       10      1       10      8       3       5       7       9       5       6       3       2       
Vardas2872              Pavarde2872             2       10      5       6       10      5       8       7       2       1       7       7       3       4       4       9       
Vardas2873              Pavarde2873             7       6       8       7       2       5       3       5       3       4       9       5       6       5       1       8       
Vardas2874              Pavarde2874             2       5       1       10      6       3       5       3       10      5       4       3       10      4       10      6       
Vardas2875              Pavarde2875             5       1       6       10      4       6       4       3       3       2       5       1       6       9       10      10      
Vardas2876              Pavarde2876             8       4       6       8       9       1       3       9       5       2       1       2       10      4       1       3       
Vardas2877              Pavarde2877             3       2       9       9       1       1       1       5       2       2       3       2       3       3       4       4       
Vardas2878              Pavarde2878             5       7       3       9       6       8       4       1       6       7       8       3       2       2       6       1       
Vardas2879              Pavarde2879             10      1       9       6       4       1       2       8       9       8       3       2       1       8       4       5       
Vardas2880              Pavarde2880             6       9       2       7       9       5       9       2       2       7       6       8       7       6       6       2       
Vardas2881              Pavarde2881             8       1       10      7       6       2       5       4       1       7       3       5       9       10      7       4       
Vardas2882              Pavarde2882             8       5       1       10      1       9       4       8       8       3       4       9       10      8       7       8       
Vardas2883              Pavarde2883             10      1       8       6       6       4       6       3       8       10      7       5       1       7       7       9       
Vardas2884              Pavarde2884             2       1       5       1       5       2       5       5       3       7       6       7       8       9       10      8       
Vardas2885              Pavarde2885             9       10      7       4       2       6       5       6       9       1       5       7       8       4       3       8       
Vardas2886              Pavarde2886             2       4       9       4       2       6       1       6       2       5       5       4       6       6       1       5       
Vardas2887              Pavarde2887             10      1       2       10      1       1       4       1       7       10      7       4       5       3       3       7       
Vardas2888              Pavarde2888             4       5       7       1       1       4       2       1       8       10      7       5       4       6       2       5       
Vardas2889              Pavarde2889             6       10      3       9       2       8       5       2       1       4       8       4       3       10      9       1       
Vardas2890              Pavarde2890             5       2       6       5       10      3       7       4       6       9       1       10      7       9       7       6       
Vardas2891              Pavarde2891             4       5       1       4       10      5       4       1       8       3       4       3       1       5       1       5       
Vardas2892              Pavarde2892             9       4       8       6       10      9       2       10      9       8       5       5       6       1       10      4       
Vardas2893              Pavarde2893             9       1       1       3       10      4       8       7       3       3       7       3       3       3       7       8       
Vardas2894              Pavarde2894             9       5       9       1       5       5       10      10      9       4       8       1       8       9       9       9       
Vardas2895              Pavarde2895             1       7       5       8       7       1       3       3       7       10      5       5       4       8       1       5       
Vardas2896              Pavarde2896             4       2       3       4       2       10      5       8       5       10      3       2       6       2       5       7       
Vardas2897              Pavarde2897             1       3       5       1       4       2       7       1       1       1       6       1       6       1       10      3       
Vardas2898              Pavarde2898             9       10      8       5       9       8       7       2       6       4       5       4       9       1       4       2       
Vardas2899              Pavarde2899             3       10      9       4       3       9       2       5       2       7       10      1       2       1       10      1       
Vardas2900              Pavarde2900             5       5       2       3       5       2       4       2       5       7       7       10      6       4       1       6       
Vardas2901              Pavarde2901             5       9       7       10      5       4       10      9       4       6       5       10      10      3       4       6       
Vardas2902              Pavarde2902             10      6       5       8       9       9       8       4       7       4       9       6       6       5       1       7       
Vardas2903              Pavarde2903             6       6       10      8       10      5       8       4       6       6       7       7       5       1       3       1       
Vardas2904              Pavarde2904             1       3       10      2       1       1       8       7       7       5       6       6       6       10      6       7       
Vardas2905              Pavarde2905             7       7       10      3       9       8       5       3       3       5       7       8       2       9       1       4       
Vardas2906              Pavarde2906             6       7       7       2       4       7       2       10      6       9       8       5       4       5       4       1       
Vardas2907              Pavarde2907             9       9       2       9       10      10      5       2       6       3       5       3       5       7       4       7       
Vardas2908              Pavarde2908             5       7       3       10      4       8       1       1       8       10      8       1       1       6       1       6       
Vardas2909              Pavarde2909             5       10      8       8       2       10      1       7       10      2       3       10      3       3       5       8       
Vardas2910              Pavarde2910             9       1       7       10      6       8       3       2       4       9       8       7       6       4       3       8       
Vardas2911              Pavarde2911             5       10      1       3       8       1       7       8       8       10      5       9       10      1       5       10      
Vardas2912              Pavarde2912             7       6       1       7       6       1       9       1       1       9       5       3       10      8       3       1       
Vardas2913              Pavarde2913             7       7       5       7       8       7       3       3       7       5       5       2       7       6       2       2       
Vardas2914              Pavarde2914             8       3       9       8       3       10      7       7       8       2       2       1       6       7       8       2       
Vardas2915              Pavarde2915             1       6       5       9       3       6       3       5       5       1       1       9       10      7       7       10      
Vardas2916              Pavarde2916             1       6       9       1       2       2       9       1       10      1       7       2       6       1       4       1       
Vardas2917              Pavarde2917             2       7       5       9       9       1       9       3       5       10      3       10      4       7       6       2       
Vardas2918              Pavarde2918             4       4       7       2       2       8       7       7       4       4       1       10      9       1       4       10      
Vardas2919              Pavarde2919             10      5       6       3       10      3       1       9       3       10      8       3       10      10      9       2       
Vardas2920              Pavarde2920             7       2       4       1       4       9       8       1       1       6       2       6       7       10      8       10      
Vardas2921              Pavarde2921             7       5       8       7       5       3       6       3       5       3       10      2       9       10      4       9       
Vardas2922              Pavarde2922             3       6       8       2       6       1       4       9       1       4       7       4       7       4       4       7       
Vardas2923              Pavarde2923             3       6       2       5       6       6       2       8       10      10      10      10      4       4       7       2       
Vardas2924              Pavarde2924             10      9       5       5       7       4       8       8       1       7       4       8       9       1       10      9       
Vardas2925              Pavarde2925             3       8       2       3       5       4       2       2       5       8       4       6       3       7       8       8       
Vardas2926              Pavarde2926             7       10      5       10      3       5       7       2       5       7       4       9       8       4       4       5       
Vardas2927              Pavarde2927             9       5       9       9       10      5       9       1       8       6       9       6       9       10      7       4       
Vardas2928              Pavarde2928             9       9       6       4       1       3       1       5       2       8       10      3       1       8       5       1       
Vardas2929              Pavarde2929             4       9       4       8       10      4       3       6       1       4       3       8       2       10      8       1       
Vardas2930              Pavarde2930             5       8       2       4       7       10      4       6       6       2       5       4       1       9       1       10      
Vardas2931              Pavarde2931             8       2       4       7       9       4       6       1       3       8       3       3       7       7       2       8       
Vardas2932              Pavarde2932             8       8       7       5       4       9       8       10      8       7       4       5       7       10      7       8       
Vardas2933              Pavarde2933             2       4       4       2       8       5       10      5       2       5       3       5       6       5       7       2       
Vardas2934              Pavarde2934             6       2       5       1       7       9       1       1       7       7       1       2       7       8       4       5       
Vardas2935              Pavarde2935             3       6       10      1       9       7       7       8       7       6       2       6       6       5       6       4       
Vardas2936              Pavarde2936             8       6       2       5       8       8       10      1       1       7       1       9       6       6       8       4       
Vardas2937              Pavarde2937             2       9       1       3       9       7       6       6       2       2       6       7       10      10      2       6       
Vardas2938              Pavarde2938             8       5       9       7       6       1       10      5       1       8       6       5       2       6       5       1       
Vardas2939              Pavarde2939             4       2       3       4       9       7       1       10      3       7       2       6       4       10      2       6       
Vardas2940              Pavarde2940             2       6       2       9       5       2       7       5       7       1       4       10      1       6       5       8       
Vardas2941              Pavarde2941             6       1       2       4       4       3       1       8       7       3       4       1       4       4       7       4       
Vardas2942              Pavarde2942             3       8       5       8       4       4       10      9       10      2       4       5       6       5       6       4       
Vardas2943              Pavarde2943             1       1       2       2       3       9       6       10      7       2       4       7       9       3       1       3       
Vardas2944              Pavarde2944             8       5       10      10      1       2       1       7       8       9       3       2       10      2       1       5       
Vardas2945              Pavarde2945             7       2       5       4       1       10      1       5       3       2       10      10      5       9       9       2       
Vardas2946              Pavarde2946             10      3       1       1       1       4       8       8       8       9       4       1       8       8       2       7       
Vardas2947              Pavarde2947             3       7       9       2       3       5       4       7       1       7       6       1       5       2       6       5       
Vardas2948              Pavarde2948             2       9       6       9       7       5       5       6       5       9       10      7       1       3       2       5       
Vardas2949              Pavarde2949             8       3       6       3       1       2       6       2       10      3       2       8       2       3       10      2       
Vardas2950              Pavarde2950             8       10      1       1       8       8       10      5       6       6       3       10      9       4       7       8       
Vardas2951              Pavarde2951             5       4       2       9       10      10      7       3       8       10      8       5       9       9       2       7       
Vardas2952              Pavarde2952             2       5       5       4       5       1       8       3       6       4       9       5       10      2       8       2       
Vardas2953              Pavarde2953             3       5       10      9       3       8       8       10      8       10      7       7       9       3       2       9       
Vardas2954              Pavarde2954             5       2       10      8       10      4       1       8       7       8       9       2       8       3       1       7       
Vardas2955              Pavarde2955             5       4       6       7       9       4       7       6       7       4       9       10      3       2       10      5       
Vardas2956              Pavarde2956             7       4       5       7       4       1       10      3       2       3       9       5       4       5       8       9       
Vardas2957              Pavarde2957             4       6       9       7       7       1       1       10      8       9       10      6       10      8       3       6       
Vardas2958              Pavarde2958             1       2       8       3       1       9       4       5       3       5       8       7       10      1       2       6       
Vardas2959              Pavarde2959             4       10      8       6       10      3       4       9       4       4       6       8       7       7       5       3       
Vardas2960              Pavarde2960             10      2       4       1       3       4       3       5       4       3       3       4       8       4       5       6       
Vardas2961              Pavarde2961             6       8       5       4       1       1       6       1       7       9       9       5       6       10      5       5       
Vardas2962              Pavarde2962             7       10      8       6       7       8       1       7       8       1       3       8       8       4       10      1       
Vardas2963              Pavarde2963             10      7       2       10      4       8       9       9       10      2       9       2       2       4       7       3       
Vardas2964              Pavarde2964             9       3       8       10      8       9       10      1       10      7       5       6       1       10      1       5       
Vardas2965              Pavarde2965             7       2       4       10      10      8       5       8       7       4       8       9       10      7       8       10      
Vardas2966              Pavarde2966             10      10      7       1       7       10      8       2       4       8       5       10      9       5       1       6       
Vardas2967              Pavarde2967             9       5       4       4       7       8       8       2       1       2       1       8       7       4       4       3       
Vardas2968              Pavarde2968             5       10      3       1       9       7       10      4       10      4       2       6       7       3       10      4       
Vardas2969              Pavarde2969             10      9       4       3       7       3       4       1       6       2       4       3       8       6       1       8       
Vardas2970              Pavarde2970             2       1       2       8       6       4       7       1       1       1       8       1       5       7       4       6       
Vardas2971              Pavarde2971             6       10      1       5       7       9       8       2       9       7       2       6       2       5       3       7       
Vardas2972              Pavarde2972             9       9       9       5       4       5       5       4       6       5       9       8       4       4       2       7       
Vardas2973              Pavarde2973             8       7       5       8       8       6       10      7       1       8       6       2       8       6       8       8       
Vardas2974              Pavarde2974             9       8       8       7       6       5       3       10      7       5       3       5       3       10      9       5       
Vardas2975              Pavarde2975             8       3       10      1       10      9       10      4       2       1       10      1       2       6       3       4       
Vardas2976              Pavarde2976             1       4       9       6       2       5       7       3       5       8       2       6       7       2       3       2       
Vardas2977              Pavarde2977             10      10      6       2       5       1       10      4       9       7       8       3       7       9       7       4       
Vardas2978              Pavarde2978             4       1       10      2       7       10      7       10      6       5       2       1       1       9       3       9       
Vardas2979              Pavarde2979             8       9       3       1       6       9       2       6       8       9       8       8       2       4       10      4       
Vardas2980              Pavarde2980             5       1       5       6       10      8       5       4       2       4       3       6       4       5       5       8       
Vardas2981              Pavarde2981             5       5       3       7       7       8       2       3       6       7       8       1       4       4       9       2       
Vardas2982              Pavarde2982             4       10      3       4       6       5       5       2       1       9       1       5       9       7       10      1       
Vardas2983              Pavarde2983             3       8       8       10      7       6       8       1       7       4       7       7       4       3       4       2       
Vardas2984              Pavarde2984             3       10      10      4       8       10      2       8       2       3       10      2       4       9       6       1       
Vardas2985              Pavarde2985             2       6       7       9       4       5       2       4       4       7       9       2       5       5       3       5       
Vardas2986              Pavarde2986             1       10      9       1       4       10      8       1       5       1       1       8       8       6       10      10      
Vardas2987              Pavarde2987             2       7       2       8       6       10      1       4       4       8       5       2       6       7       4       6       
Vardas2988              Pavarde2988             6       9       2       9       3       2       8       5       7       5       6       6       10      9       5       10      
Vardas2989              Pavarde2989             10      1       3       5       4       6       1       5       6       6       3       3       2       4       3       4       
Vardas2990              Pavarde2990             9       2       4       9       1       10      5       10      8       6       5       1       3       8       1       4       
Vardas2991              Pavarde2991             4       4       8       9       7       5       8       2       3       7       4       9       4       7       2       8       
Vardas2992              Pavarde2992             7       1       7       7       8       4       3       9       9       9       10      7       8       10      3       10      
Vardas2993              Pavarde2993             1       4       3       8       3       10      4       5       4       6       10      7       8       2       8       5       
Vardas2994              Pavarde2994             5       8       3       7       1       6       4       4       7       2       3       8       8       7       5       5       
Vardas2995              Pavarde2995             1       7       4       7       6       6       5       10      8       4       10      6       3       2       5       8       
Vardas2996              Pavarde2996             8       10      6       2       3       6       10      9       5       8       2       5       8       6       6       9       
Vardas2997              Pavarde2997             1       1       1       2       9       9       7       9       7       1       4       2       4       10      6       2       
Vardas2998              Pavarde2998             2       8       1       8       4       8       1       7       6       6       1       7       7       6       2       2       
Vardas2999              Pavarde2999             2       6       5       3       4       4       2       5       4       4       3       1       8       2       4       8       
Vardas3000              Pavarde3000             10      1       2       7       4       7       9       2       5       6       3       7       4       3       5       5       
Vardas3001              Pavarde3001             5       6       9       5       6       2       9       8       8       7       3       2       6       9       9       8       
Vardas3002              Pavarde3002             2       5       10      8       8       8       8       4       9       7       10      3       5       6       7       6       
Vardas3003              Pavarde3003             9       7       7       10      6       3       9       10      2       7       1       5       3       3       1       8       
Vardas3004              Pavarde3004             6       8       6       7       5       6       5       2       2       9       2       5       3       8       10      5       
Vardas3005              Pavarde3005             9       6       2       2       1       4       6       8       5       1       9       4       2       1       1       4       
Vardas3006              Pavarde3006             5       2       8       6       7       3       2       8       9       1       5       7       5       1       8       5       
Vardas3007              Pavarde3007             4       8       6       1       8       9       9       9       6       1       3       10      5       7       10      3       
Vardas3008              Pavarde3008             4       5       10      4       9       4       3       7       10      4       9       9       2       4       9       6       
Vardas3009              Pavarde3009             4       6       3       6       3       1       8       9       2       10      7       5       1       8       6       6       
Vardas3010              Pavarde3010             10      9       6       8       1       9       2       5       5       4       6       10      1       4       2       8       
Vardas3011              Pavarde3011             6       8       5       6       1       1       5       2       5       7       7       2       10      3       2       7       
Vardas3012              Pavarde3012             2       8       6       2       1       1       9       6       8       2       6       7       8       7       3       4       
Vardas3013              Pavarde3013             7       4       5       1       4       7       10      3       2       8       6       7       10      8       10      8       
Vardas3014              Pavarde3014             4       8       3       6       1       3       6       7       5       6       7       7       8       8       6       7       
Vardas3015              Pavarde3015             6       7       5       3       7       6       6       2       6       8       5       4       10      8       4       9       
Vardas3016              Pavarde3016             6       9       6       8       9       5       9       2       9       3       1       7       7       3       9       9       
Vardas3017              Pavarde3017             6       2       10      7       2       2       1       7       4       4       6       8       7       10      10      3       
Vardas3018              Pavarde3018             1       2       9       4       8       4       7       9       5       4       9       7       8       5       4       10      
Vardas3019              Pavarde3019             2       7       8       9       8       6       2       4       4       10      4       7       7       1       6       3       
Vardas3020              Pavarde3020             3       4       1       2       4       6       10      3       6       6       7       3       5       7       7       6       
Vardas3021              Pavarde3021             9       7       6       5       8       7       7       2       8       10      1       4       10      9       10      2       
Vardas3022              Pavarde3022             5       2       10      2       4       6       5       3       2       3       7       5       7       5       4       1       
Vardas3023              Pavarde3023             1       3       2       10      9       6       3       2       6       5       5       7       7       4       2       3       
Vardas3024              Pavarde3024             10      6       8       10      3       3       9       5       6       9       1       10      1       2       9       3       
Vardas3025              Pavarde3025             5       5       10      2       8       3       4       10      6       6       10      10      6       9       4       3       
Vardas3026              Pavarde3026             9       8       1       10      7       9       6       9       7       6       3       9       10      6       4       2       
Vardas3027              Pavarde3027             7       10      1       7       7       4       10      6       5       8       2       4       2       1       5       1       
Vardas3028              Pavarde3028             5       1       1       6       2       9       10      9       4       6       5       10      7       8       10      8       
Vardas3029              Pavarde3029             2       1       8       10      9       10      6       4       1       6       7       3       6       10      1       6       
Vardas3030              Pavarde3030             2       6       8       1       2       8       6       5       4       3       9       5       10      9       1       1       
Vardas3031              Pavarde3031             4       6       1       2       1       10      7       7       1       4       10      5       7       7       7       9       
Vardas3032              Pavarde3032             3       2       1       2       5       8       9       4       6       6       8       1       6       3       1       9       
Vardas3033              Pavarde3033             8       10      5       9       4       9       1       8       6       8       1       8       2       5       6       6       
Vardas3034              Pavarde3034             4       5       4       5       6       2       3       9       3       8       6       10      9       5       8       1       
Vardas3035              Pavarde3035             1       8       8       9       5       3       3       3       3       3       3       9       4       6       1       3       
Vardas3036              Pavarde3036             2       3       2       4       5       7       5       4       3       8       3       4       7       2       10      10      
Vardas3037              Pavarde3037             1       10      2       2       5       3       3       4       5       8       5       9       8       5       1       6       
Vardas3038              Pavarde3038             1       8       2       4       3       7       7       1       1       4       1       3       3       8       8       6       
Vardas3039              Pavarde3039             3       6       9       2       9       10      1       7       1       9       3       4       10      1       2       10      
Vardas3040              Pavarde3040             8       8       10      5       4       8       1       2       6       10      6       6       4       10      9       1       
Vardas3041              Pavarde3041             9       3       3       2       2       10      7       8       6       1       1       4       7       2       7       10      
Vardas3042              Pavarde3042             6       5       10      9       2       1       7       2       3       1       4       8       8       1       1       4       
Vardas3043              Pavarde3043             4       6       8       1       9       9       5       8       10      9       5       9       3       7       1       4       
Vardas3044              Pavarde3044             9       5       9       8       10      5       5       4       5       6       1       9       9       1       5       1       
Vardas3045              Pavarde3045             10      10      2       7       6       2       1       6       8       1       7       6       10      7       2       10      
Vardas3046              Pavarde3046             8       10      8       3       5       9       9       8       9       6       7       3       4       7       9       8       
Vardas3047              Pavarde3047             10      9       3       10      2       10      1       8       4       6       4       8       3       6       3       6       
Vardas3048              Pavarde3048             3       2       7       7       1       5       3       8       8       3       4       2       8       3       9       3       
Vardas3049              Pavarde3049             3       9       1       2       4       10      1       8       3       10      10      5       3       2       10      3       
Vardas3050              Pavarde3050             5       4       7       4       4       2       4       10      8       6       5       7       9       7       5       3       
Vardas3051              Pavarde3051             9       2       7       10      7       10      4       5       7       10      5       7       10      4       7       6       
Vardas3052              Pavarde3052             4       9       6       6       3       3       10      1       6       2       2       4       2       7       7       5       
Vardas3053              Pavarde3053             7       3       5       7       6       6       6       3       10      9       4       2       4       7       9       10      
Vardas3054              Pavarde3054             5       8       6       9       6       2       8       9       2       7       9       5       4       4       9       1       
Vardas3055              Pavarde3055             3       2       9       5       8       8       4       2       2       9       7       7       6       4       2       4       
Vardas3056              Pavarde3056             9       9       3       2       10      2       3       8       9       4       6       5       4       4       3       7       
Vardas3057              Pavarde3057             6       1       5       6       4       8       3       5       4       9       8       8       2       7       1       5       
Vardas3058              Pavarde3058             1       4       1       2       6       1       3       1       5       9       1       5       5       3       6       1       
Vardas3059              Pavarde3059             10      7       1       8       6       4       5       6       4       4       9       1       1       2       4       6       
Vardas3060              Pavarde3060             8       4       4       3       5       8       6       7       9       6       4       3       1       4       2       4       
Vardas3061              Pavarde3061             2       4       7       6       7       2       8       6       2       10      9       3       5       9       6       10      
Vardas3062              Pavarde3062             2       6       6       1       4       2       5       6       8       8       7       3       4       6       4       5       
Vardas3063              Pavarde3063             5       5       3       10      5       2       5       1       6       9       2       1       4       8       3       4       
Vardas3064              Pavarde3064             6       1       5       8       8       3       9       4       4       1       3       8       1       7       7       4       
Vardas3065              Pavarde3065             2       3       2       6       1       2       9       3       9       5       10      7       10      7       3       2       
Vardas3066              Pavarde3066             4       3       10      3       10      5       6       2       6       3       6       6       8       4       5       1       
