Vardas                  Pavarde                 ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas301               Pavarde301              5       2       3       5       3       9       8       2       10      8       4       10      9       4       5       2       
Vardas302               Pavarde302              8       1       4       8       3       10      10      8       10      1       10      2       6       7       4       9       
Vardas303               Pavarde303              2       5       3       5       1       6       6       3       7       5       7       9       2       2       3       2       
Vardas304               Pavarde304              9       3       2       6       2       1       7       6       2       9       5       1       6       5       4       7       
Vardas305               Pavarde305              10      10      3       4       3       2       3       2       1       7       7       3       1       1       3       2       
Vardas306               Pavarde306              9       9       2       6       6       5       2       4       1       10      7       2       7       4       2       7       
Vardas307               Pavarde307              8       7       1       8       8       4       9       6       3       10      10      4       1       3       3       6       
Vardas308               Pavarde308              10      10      3       4       6       10      1       9       7       10      7       4       7       1       10      7       
Vardas309               Pavarde309              7       7       10      7       6       9       9       5       2       6       7       10      3       4       7       4       
Vardas310               Pavarde310              5       3       4       3       3       2       8       1       1       8       1       3       10      7       7       9       
Vardas311               Pavarde311              6       1       10      6       4       9       5       1       1       1       10      4       8       5       2       9       
Vardas312               Pavarde312              9       2       1       5       2       2       1       4       9       9       8       9       3       5       7       6       
Vardas313               Pavarde313              4       5       8       4       6       8       3       10      5       7       2       5       5       9       4       9       
Vardas314               Pavarde314              5       4       7       6       9       1       8       1       5       10      4       10      6       1       3       8       
Vardas315               Pavarde315              5       2       6       2       1       3       2       2       5       6       6       6       9       8       6       10      
Vardas316               Pavarde316              2       7       10      1       3       8       3       6       10      5       3       5       8       3       6       9       
Vardas317               Pavarde317              4       9       2       5       2       3       8       1       6       2       10      4       9       1       3       1       
Vardas318               Pavarde318              2       2       8       9       2       6       4       9       5       4       3       4       4       7       4       10      
Vardas319               Pavarde319              10      4       6       4       8       2       4       3       4       5       2       6       1       9       9       10      
Vardas320               Pavarde320              2       4       9       5       7       3       8       9       2       6       2       5       9       1       7       2       
Vardas321               Pavarde321              4       6       8       10      8       3       10      8       4       5       9       3       4       6       6       3       
Vardas322               Pavarde322              4       1       4       8       10      7       9       8       9       8       2       5       4       5       6       5       
Vardas323               Pavarde323              9       8       9       8       2       5       1       8       1       6       4       4       10      7       9       9       
Vardas324               Pavarde324              3       10      5       3       6       9       1       2       5       5       10      9       4       10      2       5       
Vardas325               Pavarde325              8       8       3       3       3       8       1       9       8       6       9       6       7       1       7       7       
Vardas326               Pavarde326              7       7       9       1       2       6       6       2       8       7       4       5       10      1       9       10      
Vardas327               Pavarde327              10      5       3       3       3       7       6       4       4       3       7       7       4       10      6       7       
Vardas328               Pavarde328              9       7       9       5       2       4       4       10      5       6       5       5       4       7       2       4       
Vardas329               Pavarde329              9       1       7       10      2       7       6       10      5       6       6       7       2       1       7       7       
Vardas330               Pavarde330              6       7       1       8       2       4       3       3       9       10      4       6       1       4       1       9       
Vardas331               Pavarde331              2       1       4       3       9       10      9       1       8       10      10      1       2       6       6       7       
Vardas332               Pavarde332              2       1       6       8       1       7       1       7       9       3       3       4       4       7       8       1       
Vardas333               Pavarde333              6       2       2       8       3       5       10      7       1       4       1       2       3       2       1       4       
Vardas334               Pavarde334              10      10      7       3       5       3       9       8       4       1       8       9       8       6       9       6       
Vardas335               Pavarde335              10      4       1       1       1       7       5       1       5       10      7       7       1       6       8       4       
Vardas336               Pavarde336              10      1       1       1       7       6       1       1       3       4       6       2       4       4       2       10      
Vardas337               Pavarde337              1       2       8       7       2       6       6       1       8       4       8       6       7       10      7       3       
Vardas338               Pavarde338              3       6       1       5       10      3       10      6       1       10      10      5       3       2       3       5       
Vardas339               Pavarde339              2       10      1       6       6       1       2       1       5       3       3       9       4       5       2       4       
Vardas340               Pavarde340              1       6       7       10      9       5       2       6       4       7       2       2       2       2       2       9       
Vardas341               Pavarde341              10      1       1       6       5       4       7       5       3       2       2       6       6       9       2       7       
Vardas342               Pavarde342              1       6       4       2       3       9       10      5       9       10      3       6       6       1       2       10      
Vardas343               Pavarde343              7       10      5       2       7       4       6       4       3       7       2       7       5       5       5       5       
Vardas344               Pavarde344              4       6       6       9       5       6       5       3       10      2       7       9       6       3       5       3       
Vardas345               Pavarde345              8       8       7       3       7       6       2       9       2       3       4       4       6       8       4       8       
Vardas346               Pavarde346              3       4       7       1       4       10      3       5       9       2       4       3       8       7       2       5       
Vardas347               Pavarde347              1       9       2       9       7       8       5       6       4       1       6       7       4       9       2       8       
Vardas348               Pavarde348              7       5       9       9       9       3       5       3       7       8       10      5       9       10      6       5       
Vardas349               Pavarde349              9       3       3       10      9       9       10      9       6       1       8       7       3       2       1       8       
Vardas350               Pavarde350              1       8       10      7       10      6       1       3       9       8       5       6       10      10      7       7       
Vardas351               Pavarde351              2       4       1       2       1       7       1       10      3       2       4       7       3       1       7       2       
Vardas352               Pavarde352              10      10      8       3       10      10      9       6       3       5       5       2       2       8       9       1       
Vardas353               Pavarde353              9       8       1       5       4       5       9       4       4       7       8       9       9       6       8       9       
Vardas354               Pavarde354              8       2       9       4       10      1       2       8       9       10      2       9       2       7       10      4       
Vardas355               Pavarde355              7       3       1       2       4       4       8       4       5       10      7       5       9       5       4       9       
Vardas356               Pavarde356              4       2       9       6       9       2       6       3       4       2       7       1       9       9       6       8       
Vardas357               Pavarde357              6       10      8       8       10      10      2       8       8       10      7       8       2       6       6       10      
Vardas358               Pavarde358              3       4       9       8       8       8       1       8       8       1       10      9       8       5       4       7       
Vardas359               Pavarde359              7       4       4       9       8       4       7       8       9       10      5       10      7       2       2       7       
Vardas360               Pavarde360              2       3       7       10      4       5       7       5       6       7       10      7       7       2       6       4       
Vardas361               Pavarde361              8       2       8       9       3       1       3       2       4       10      7       5       3       8       10      6       
Vardas362               Pavarde362              6       10      9       8       6       4       4       1       5       10      2       5       7       8       4       5       
Vardas363               Pavarde363              4       4       4       5       10      3       8       3       6       2       10      6       5       1       9       1       
Vardas364               Pavarde364              8       1       5       1       10      8       7       4       8       4       4       2       5       5       10      3       
Vardas365               Pavarde365              7       10      9       7       2       3       4       9       3       1       2       7       1       9       5       5       
Vardas366               Pavarde366              1       5       1       6       9       3       5       8       2       1       4       10      10      8       2       6       
Vardas367               Pavarde367              8       9       6       5       10      10      6       6       6       2       5       4       2       8       7       6       
Vardas368               Pavarde368              9       5       5       7       2       10      2       10      4       7       6       2       7       2       2       6       
Vardas369               Pavarde369              2       8       1       2       7       10      4       1       9       10      6       8       4       1       4       8       
Vardas370               Pavarde370              7       5       5       9       8       6       1       8       3       4       10      2       7       8       2       10      
Vardas371               Pavarde371              8       10      7       10      4       6       8       2       2       1       5       9       10      1       8       8       
Vardas372               Pavarde372              4       4       4       5       4       1       4       5       7       6       1       8       9       9       10      4       
Vardas373               Pavarde373              3       4       4       10      3       6       2       2       7       10      3       6       6       7       8       9       
Vardas374               Pavarde374              9       9       7       4       7       7       9       5       3       4       5       7       10      9       8       5       
Vardas375               Pavarde375              1       2       5       8       9       3       10      4       2       6       7       1       5       1       6       1       
Vardas376               Pavarde376              9       6       2       6       4       7       10      10      5       3       10      9       1       6       7       9       
Vardas377               Pavarde377              3       10      2       6       1       8       8       3       6       7       5       4       2       5       1       8       
Vardas378               Pavarde378              5       9       4       2       8       2       9       1       9       10      2       9       10      3       5       4       
Vardas379               Pavarde379              1       1       10      7       6       3       10      7       8       4       8       6       6       7       5       2       
Vardas380               Pavarde380              8       9       7       8       4       3       7       4       2       7       5       1       10      3       4       3       
Vardas381               Pavarde381              9       10      8       5       9       3       10      6       3       7       3       9       4       5       4       5       
Vardas382               Pavarde382              7       7       9       6       4       10      4       3       1       6       9       9       8       2       2       10      
Vardas383               Pavarde383              10      7       5       6       7       10      4       8       9       3       1       2       4       3       4       5       
Vardas384               Pavarde384              3       6       3       7       1       9       3       1       10      4       6       6       9       1       1       7       
Vardas385               Pavarde385              1       1       10      9       3       3       9       4       9       9       7       1       3       5       9       4       
Vardas386               Pavarde386              6       2       3       7       8       6       2       10      7       2       4       10      4       1       9       8       
Vardas387               Pavarde387              2       6       5       6       10      7       1       9       8       5       3       6       6       1       4       6       
Vardas388               Pavarde388              1       8       8       2       2       4       6       10      1       9       9       1       8       8       8       6       
Vardas389               Pavarde389              9       9       1       7       3       4       2       8       7       3       4       10      8       5       2       3       
Vardas390               Pavarde390              5       7       10      2       4       5       5       2       8       9       10      10      2       8       5       4       
Vardas391               Pavarde391              9       7       8       9       8       9       4       7       3       2       10      7       9       8       1       3       
Vardas392               Pavarde392              3       1       4       4       9       1       5       4       7       5       5       6       6       4       10      6       
Vardas393               Pavarde393              3       6       7       8       10      3       9       9       2       9       9       1       7       7       10      3       
Vardas394               Pavarde394              2       3       6       5       2       4       3       5       1       2       5       1       9       8       5       8       
Vardas395               Pavarde395              3       7       10      1       6       2       3       6       7       7       9       1       8       3       9       6       
Vardas396               Pavarde396              3       9       8       7       1       9       6       1       9       6       5       9       10      8       6       3       
Vardas397               Pavarde397              4       9       4       2       5       5       2       6       6       9       6       7       8       2       10      10      
Vardas398               Pavarde398              1       8       8       6       7       2       6       10      10      10      8       8       8       2       3       7       
Vardas399               Pavarde399              6       3       4       9       6       7       3       10      10      3       2       7       4       5       5       5       
Vardas400               Pavarde400              8       5       8       1       10      9       2       3       1       6       9       2       10      3       6       6       
Vardas401               Pavarde401              5       1       8       7       3       4       6       2       3       1       9       2       8       8       10      2       
Vardas402               Pavarde402              3       8       2       6       10      4       6       4       9       6       8       10      9       1       3       5       
Vardas403               Pavarde403              5       1       1       8       3       9       3       4       2       4       9       2       3       9       1       3       
Vardas404               Pavarde404              6       3       6       5       4       8       4       4       2       1       4       7       4       3       2       8       
Vardas405               Pavarde405              9       10      1       3       2       4       4       8       4       9       8       4       10      2       6       8       
Vardas406               Pavarde406              8       1       7       3       7       6       10      7       1       3       5       5       4       10      5       5       
Vardas407               Pavarde407              5       1       3       8       9       6       5       5       4       5       3       4       10      10      6       9       
Vardas408               Pavarde408              7       6       9       8       7       9       4       1       4       6       6       10      9       3       7       1       
Vardas409               Pavarde409              2       6       9       3       4       4       10      10      3       10      2       8       6       9       9       5       
Vardas410               Pavarde410              9       2       6       2       8       5       4       5       4       8       1       10      4       10      8       3       
Vardas411               Pavarde411              4       8       6       3       4       8       9       5       7       4       3       9       5       9       9       1       
Vardas412               Pavarde412              10      7       8       4       3       6       10      9       1       2       3       4       5       7       8       8       
Vardas413               Pavarde413              10      2       9       2       2       5       8       4       7       9       8       9       4       3       2       1       
Vardas414               Pavarde414              7       8       7       10      8       5       2       7       9       9       2       4       10      2       1       1       
Vardas415               Pavarde415              1       2       1       2       5       1       2       9       1       7       1       7       2       8       2       3       
Vardas416               Pavarde416              2       1       7       6       2       1       9       4       5       7       5       4       10      1       1       5       
Vardas417               Pavarde417              6       3       3       10      6       5       7       9       3       2       5       9       7       2       5       3       
Vardas418               Pavarde418              10      1       6       1       6       8       1       6       1       4       10      6       10      8       2       5       
Vardas419               Pavarde419              2       8       9       2       1       4       10      3       8       7       5       5       2       6       3       4       
Vardas420               Pavarde420              4       3       10      10      3       3       8       3       6       4       2       2       4       9       2       10      
Vardas421               Pavarde421              8       3       2       8       9       10      6       9       7       3       1       6       1       2       5       9       
Vardas422               Pavarde422              4       4       10      1       10      5       6       4       6       8       3       1       1       2       10      9       
Vardas423               Pavarde423              7       5       4       9       4       2       9       3       6       9       10      8       10      9       2       5       
Vardas424               Pavarde424              2       2       4       4       6       8       9       3       8       6       8       2       1       5       6       10      
Vardas425               Pavarde425              7       10      5       7       4       3       9       7       1       1       4       5       10      6       10      1       
Vardas426               Pavarde426              5       5       6       6       8       7       3       3       8       8       3       10      7       5       4       5       
Vardas427               Pavarde427              1       9       10      9       8       7       9       10      9       3       3       6       4       7       10      4       
Vardas428               Pavarde428              8       9       8       7       4       9       4       6       10      9       6       1       5       5       2       2       
Vardas429               Pavarde429              3       5       2       2       9       1       4       6       2       6       3       9       10      5       4       1       
Vardas430               Pavarde430              1       8       8       3       7       8       7       2       10      10      5       1       4       8       2       10      
Vardas431               Pavarde431              5       10      8       1       9       4       2       1       5       3       8       8       1       9       6       3       
Vardas432               Pavarde432              6       10      10      8       3       3       8       2       8       5       4       9       1       2       4       2       
Vardas433               Pavarde433              7       7       3       6       6       8       2       6       8       9       6       6       3       9       8       1       
Vardas434               Pavarde434              8       7       4       7       6       5       10      10      7       2       4       9       1       5       10      6       
Vardas435               Pavarde435              1       4       1       2       9       9       8       3       7       3       3       9       7       2       1       5       
Vardas436               Pavarde436              1       3       1       2       9       10      1       3       9       10      8       3       7       4       8       4       
Vardas437               Pavarde437              6       6       8       6       10      8       10      9       7       3       2       10      7       1       9       5       
Vardas438               Pavarde438              10      4       1       3       1       4       4       1       3       1       4       4       9       8       2       10      
Vardas439               Pavarde439              1       8       1       8       2       4       2       5       1       5       1       7       2       4       1       6       
Vardas440               Pavarde440              8       1       7       10      8       8       8       10      9       9       9       2       4       9       1       1       
Vardas441               Pavarde441              3       3       10      6       9       10      10      10      7       4       8       4       3       10      2       6       
Vardas442               Pavarde442              6       1       5       7       2       1       1       9       4       4       1       6       8       8       3       3       
Vardas443               Pavarde443              10      9       1       5       5       5       2       8       3       1       1       10      10      5       2       9       
Vardas444               Pavarde444              5       9       10      1       10      6       4       6       8       5       8       6       10      10      9       4       
Vardas445               Pavarde445              5       4       4       9       5       7       6       9       6       6       2       7       10      4       6       6       
Vardas446               Pavarde446              9       1       10      5       6       5       7       9       3       7       8       8       2       7       2       9       
Vardas447               Pavarde447              7       8       5       4       6       8       3       3       10      6       5       7       9       4       9       5       
Vardas448               Pavarde448              5       7       8       2       9       2       6       9       7       4       9       3       3       4       7       1       
Vardas449               Pavarde449              7       5       4       9       4       3       5       9       4       8       4       1       8       9       10      10      
Vardas450               Pavarde450              9       8       8       2       1       1       8       4       5       7       10      1       10      10      9       4       
Vardas451               Pavarde451              8       5       5       6       7       3       4       6       7       2       4       2       9       6       4       2       
Vardas452               Pavarde452              2       3       9       9       4       8       3       2       1       7       3       4       1       1       4       10      
Vardas453               Pavarde453              3       3       9       5       10      6       8       3       4       2       10      2       7       4       7       10      
Vardas454               Pavarde454              10      5       1       4       4       3       7       6       4       10      1       7       3       6       1       5       
Vardas455               Pavarde455              3       6       4       3       5       7       1       2       10      3       8       5       3       3       6       2       
Vardas456               Pavarde456              6       8       1       5       1       10      6       4       9       3       1       6       2       4       2       9       
Vardas457               Pavarde457              8       9       2       5       3       1       3       2       1       7       1       7       6       9       9       6       
Vardas458               Pavarde458              9       2       7       8       4       3       2       7       6       6       5       7       1       7       6       8       
Vardas459               Pavarde459              9       4       3       9       9       8       10      5       2       2       7       4       1       1       8       4       
Vardas460               Pavarde460              9       7       7       2       8       10      8       9       3       2       7       5       6       7       1       10      
Vardas461               Pavarde461              9       9       7       9       6       9       9       1       9       6       4       7       3       6       9       5       
Vardas462               Pavarde462              1       7       9       9       9       3       9       6       2       8       1       9       8       7       6       5       
Vardas463               Pavarde463              1       5       6       3       1       3       7       1       1       2       4       7       1       9       4       1       
Vardas464               Pavarde464              5       10      9       4       8       4       9       3       7       2       1       5       8       4       4       3       
Vardas465               Pavarde465              10      7       10      7       7       2       4       7       8       4       8       10      3       7       9       8       
Vardas466               Pavarde466              4       7       10      1       5       1       9       2       9       5       8       1       1       9       7       6       
Vardas467               Pavarde467              7       10      5       9       5       10      3       3       3       5       8       10      6       6       8       1       
Vardas468               Pavarde468              6       7       3       6       6       3       7       2       1       1       7       3       2       1       10      3       
Vardas469               Pavarde469              3       2       7       7       7       8       2       9       3       8       1       3       1       8       1       10      
Vardas470               Pavarde470              2       9       10      2       10      3       5       1       1       1       2       9       5       10      9       7       
Vardas471               Pavarde471              9       6       5       10      4       7       9       8       3       6       1       10      9       10      7       6       
Vardas472               Pavarde472              1       7       6       9       2       5       1       7       8       2       6       7       1       2       1       10      
Vardas473               Pavarde473              7       5       3       3       5       10      8       3       6       5       9       4       7       7       8       1       
Vardas474               Pavarde474              6       6       1       7       4       6       5       3       10      8       9       7       6       8       8       2       
Vardas475               Pavarde475              8       7       7       5       5       2       5       8       6       5       3       7       10      7       5       5       
Vardas476               Pavarde476              6       7       5       7       5       9       8       7       9       4       1       6       9       3       7       4       
Vardas477               Pavarde477              6       3       3       8       3       7       3       5       2       10      3       7       3       9       3       5       
Vardas478               Pavarde478              6       6       4       2       3       6       10      7       5       9       4       3       8       1       7       4       
Vardas479               Pavarde479              7       5       1       8       10      1       8       10      8       8       5       8       4       2       8       9       
Vardas480               Pavarde480              1       5       10      2       4       4       6       10      8       1       10      9       8       5       4       10      
Vardas481               Pavarde481              2       7       1       6       3       7       3       6       2       5       1       9       8       6       8       2       
Vardas482               Pavarde482              3       5       9       1       5       1       10      2       7       1       9       4       4       6       8       7       
Vardas483               Pavarde483              10      2       3       1       5       6       5       8       3       6       8       7       3       6       10      10      
Vardas484               Pavarde484              7       1       10      1       3       2       3       5       4       10      2       5       4       6       6       9       
Vardas485               Pavarde485              7       10      4       4       6       4       2       10      2       10      2       3       1       1       5       1       
Vardas486               Pavarde486              2       1       1       4       9       6       7       4       2       2       1       6       1       10      8       8       
Vardas487               Pavarde487              8       1       6       4       1       10      8       8       3       4       3       8       7       1       5       4       
Vardas488               Pavarde488              9       6       3       1       8       5       8       7       10      6       3       3       7       10      9       9       
Vardas489               Pavarde489              7       7       7       2       6       5       7       6       2       8       10      5       2       5       5       1       
Vardas490               Pavarde490              9       7       9       1       4       8       1       5       4       8       3       3       1       7       7       8       
Vardas491               Pavarde491              3       7       1       3       5       5       1       1       4       5       9       3       10      3       7       8       
Vardas492               Pavarde492              9       4       9       2       3       10      5       8       8       7       9       2       3       2       1       6       
Vardas493               Pavarde493              6       2       4       10      3       3       7       1       7       3       10      9       9       6       3       6       
Vardas494               Pavarde494              8       4       5       2       2       3       2       10      6       6       1       4       8       9       1       3       
Vardas495               Pavarde495              7       9       10      4       9       4       5       8       2       1       9       2       2       5       5       7       
Vardas496               Pavarde496              4       8       7       3       7       2       9       10      10      5       10      1       5       5       7       9       
Vardas497               Pavarde497              1       4       9       9       9       6       2       1       9       6       5       4       7       8       9       9       
Vardas498               Pavarde498              10      2       9       10      7       9       2       2       3       3       7       6       9       9       4       5       
Vardas499               Pavarde499              7       9       9       5       10      7       8       8       4       2       2       3       9       2       1       3       
Vardas500               Pavarde500              2       3       8       8       1       9       1       3       6       9       10      8       5       5       6       1       
Vardas501               Pavarde501              2       1       10      8       2       6       10      4       2       8       4       1       8       7       8       2       
Vardas502               Pavarde502              8       2       4       3       4       1       8       3       1       5       10      3       9       7       6       10      
Vardas503               Pavarde503              10      1       7       3       6       4       8       8       10      8       2       3       10      4       10      6       
Vardas504               Pavarde504              5       1       5       9       1       1       5       8       3       5       7       3       10      7       8       4       
Vardas505               Pavarde505              4       3       10      4       10      2       2       9       10      7       8       8       8       2       8       7       
Vardas506               Pavarde506              8       7       10      4       2       6       4       7       4       10      9       2       2       9       5       3       
Vardas507               Pavarde507              10      10      9       5       9       1       5       3       2       6       8       10      9       6       7       9       
Vardas508               Pavarde508              9       6       1       3       6       8       3       10      8       9       8       3       9       3       3       8       
Vardas509               Pavarde509              10      3       8       7       10      5       7       10      5       7       4       5       3       6       7       2       
Vardas510               Pavarde510              8       4       4       4       7       10      6       1       3       5       2       9       8       3       2       5       
Vardas511               Pavarde511              3       2       7       7       6       2       7       10      1       3       8       1       6       10      8       6       
Vardas512               Pavarde512              4       3       5       9       6       7       8       3       5       5       9       8       8       9       8       6       
Vardas513               Pavarde513              4       10      4       9       6       5       1       10      9       5       8       3       7       3       2       3       
Vardas514               Pavarde514              5       2       9       1       9       2       1       4       7       5       3       2       10      5       3       5       
Vardas515               Pavarde515              8       8       3       7       8       3       8       9       10      1       6       3       6       2       5       6       
Vardas516               Pavarde516              8       7       6       3       1       1       5       4       5       3       10      7       9       3       8       1       
Vardas517               Pavarde517              6       2       7       6       7       2       8       8       7       4       3       3       4       6       10      8       
Vardas518               Pavarde518              2       4       2       7       5       4       6       4       8       8       7       9       5       3       9       1       
Vardas519               Pavarde519              8       1       10      2       2       3       3       7       5       1       3       6       10      3       5       4       
Vardas520               Pavarde520              8       6       2       7       5       5       4       2       1       3       6       9       8       5       7       1       
Vardas521               Pavarde521              4       9       10      1       8       7       3       7       1       2       2       3       9       2       10      6       
Vardas522               Pavarde522              7       6       10      5       2       6       1       7       2       2       7       10      9       2       4       3       
Vardas523               Pavarde523              5       1       3       9       7       6       8       10      8       7       8       2       10      8       3       1       
Vardas524               Pavarde524              8       10      2       7       10      9       9       7       3       4       4       2       8       3       5       10      
Vardas525               Pavarde525              9       4       9       9       5       1       9       4       6       3       9       5       7       5       8       3       
Vardas526               Pavarde526              6       7       2       1       8       3       7       6       2       2       9       7       8       3       2       2       
Vardas527               Pavarde527              3       6       10      4       6       7       10      2       2       5       3       7       7       9       5       8       
Vardas528               Pavarde528              2       10      4       1       8       3       5       9       5       6       10      6       10      8       5       9       
Vardas529               Pavarde529              4       4       8       6       6       10      3       4       3       6       6       10      2       3       10      9       
Vardas530               Pavarde530              8       9       1       1       3       4       4       8       1       7       7       1       7       8       9       10      
Vardas531               Pavarde531              6       2       7       3       2       4       5       6       6       4       8       10      7       2       1       8       
Vardas532               Pavarde532              1       9       8       5       8       6       4       4       7       8       5       8       8       6       6       1       
Vardas533               Pavarde533              3       9       5       5       10      10      4       8       8       1       6       5       10      9       6       3       
Vardas534               Pavarde534              3       5       3       3       2       2       4       9       7       9       6       6       3       9       3       8       
Vardas535               Pavarde535              2       6       7       7       9       5       9       1       10      1       6       6       6       6       1       6       
Vardas536               Pavarde536              2       1       3       4       8       4       7       7       2       10      2       9       7       3       10      6       
Vardas537               Pavarde537              3       2       1       1       7       6       3       8       9       8       5       2       4       3       3       10      
Vardas538               Pavarde538              3       3       8       7       6       4       7       1       10      10      9       10      3       1       4       2       
Vardas539               Pavarde539              7       7       1       1       4       10      4       5       7       4       4       9       3       8       8       6       
Vardas540               Pavarde540              5       2       10      8       3       2       9       5       3       10      9       7       10      4       7       7       
Vardas541               Pavarde541              7       7       7       8       9       3       9       6       5       1       3       1       10      7       6       8       
Vardas542               Pavarde542              4       5       1       5       9       9       1       1       9       5       2       8       8       2       1       5       
Vardas543               Pavarde543              2       3       1       1       7       1       10      1       3       3       6       6       7       10      7       8       
Vardas544               Pavarde544              1       3       3       1       9       3       1       4       10      8       6       10      1       2       10      4       
Vardas545               Pavarde545              1       2       1       8       2       9       10      7       3       4       6       3       3       1       3       8       
Vardas546               Pavarde546              10      5       6       8       1       2       2       8       7       1       9       9       1       7       2       2       
Vardas547               Pavarde547              1       9       3       3       4       2       9       7       4       4       10      6       1       6       3       3       
Vardas548               Pavarde548              5       9       7       10      8       9       10      9       6       4       5       9       2       1       10      1       
Vardas549               Pavarde549              9       8       6       1       2       4       4       7       3       7       6       5       8       5       4       5       
Vardas550               Pavarde550              7       9       2       6       9       7       3       10      6       4       7       3       3       5       5       4       
Vardas551               Pavarde551              4       6       8       6       8       6       4       3       8       5       1       7       3       9       10      10      
Vardas552               Pavarde552              7       2       4       2       1       8       3       7       2       4       7       1       7       8       5       5       
Vardas553               Pavarde553              8       4       1       8       3       7       2       9       3       1       7       9       7       1       4       8       
Vardas554               Pavarde554              2       5       6       10      3       7       2       5       2       2       4       5       4       4       7       2       
Vardas555               Pavarde555              8       6       7       7       6       3       3       8       5       4       6       3       3       2       2       9       
Vardas556               Pavarde556              5       6       8       5       1       1       1       2       10      3       7       4       9       6       1       5       
Vardas557               Pavarde557              2       2       4       4       6       1       5       2       8       3       10      7       8       10      2       4       
Vardas558               Pavarde558              2       8       2       1       8       2       3       4       8       10      3       1       4       8       1       1       
Vardas559               Pavarde559              10      1       4       2       10      1       3       3       7       10      7       7       5       9       8       10      
Vardas560               Pavarde560              9       8       6       9       1       2       8       4       2       5       5       10      3       10      5       5       
Vardas561               Pavarde561              5       8       7       3       3       6       9       10      10      1       1       7       2       4       4       4       
Vardas562               Pavarde562              3       2       6       9       3       2       1       2       3       7       3       9       4       6       3       5       
Vardas563               Pavarde563              6       6       3       9       4       9       3       9       3       3       5       3       8       4       8       8       
Vardas564               Pavarde564              10      9       1       1       9       5       4       5       10      3       4       4       10      5       10      3       
Vardas565               Pavarde565              5       7       10      2       5       10      7       7       5       7       3       7       8       10      7       10      
Vardas566               Pavarde566              1       7       9       4       6       10      5       9       7       7       9       7       7       7       2       9       
Vardas567               Pavarde567              6       1       5       5       1       10      3       1       5       5       10      9       9       9       1       7       
Vardas568               Pavarde568              1       1       4       10      9       8       8       4       7       3       2       8       6       4       8       6       
Vardas569               Pavarde569              4       4       6       1       5       4       3       2       3       8       9       3       8       3       9       7       
Vardas570               Pavarde570              3       6       4       9       5       9       5       5       4       10      8       5       3       5       5       6       
Vardas571               Pavarde571              7       1       3       5       10      8       7       6       5       1       4       5       6       8       8       4       
Vardas572               Pavarde572              6       2       1       2       5       9       5       4       4       7       7       8       3       5       7       9       
Vardas573               Pavarde573              8       6       10      8       3       1       1       9       10      8       1       7       6       1       8       7       
Vardas574               Pavarde574              4       8       5       10      7       9       2       7       10      1       3       7       3       8       4       10      
Vardas575               Pavarde575              6       5       9       7       7       6       7       5       2       6       8       5       5       3       7       4       
Vardas576               Pavarde576              2       1       6       10      8       8       7       5       3       5       9       8       6       9       2       1       
Vardas577               Pavarde577              2       2       6       7       1       7       6       1       6       8       5       8       9       8       1       1       
Vardas578               Pavarde578              10      7       4       6       1       1       6       6       3       7       9       2       7       3       3       5       
Vardas579               Pavarde579              9       8       7       9       5       3       4       6       7       8       1       7       1       8       10      9       
Vardas580               Pavarde580              7       6       1       6       7       4       8       8       5       3       8       10      7       2       10      5       
Vardas581               Pavarde581              2       3       1       10      2       6       3       1       6       7       10      9       1       10      5       5       
Vardas582               Pavarde582              9       2       3       10      5       7       9       6       9       6       8       2       7       9       6       8       
Vardas583               Pavarde583              8       3       8       8       10      7       1       4       8       4       5       2       7       10      6       9       
Vardas584               Pavarde584              1       8       3       4       10      4       9       6       3       1       8       8       1       8       5       4       
Vardas585               Pavarde585              1       10      10      5       4       5       4       6       2       5       2       4       6       2       8       1       
Vardas586               Pavarde586              6       6       1       7       5       7       1       7       10      2       8       9       2       10      8       7       
Vardas587               Pavarde587              6       1       7       9       2       8       6       9       1       4       10      6       5       8       5       7       
Vardas588               Pavarde588              1       2       5       7       2       10      6       7       7       2       2       9       6       4       7       7       
Vardas589               Pavarde589              6       1       9       5       3       7       5       5       1       4       5       2       10      5       4       10      
Vardas590               Pavarde590              7       7       3       6       8       6       10      10      7       6       4       4       7       8       8       4       
Vardas591               Pavarde591              4       2       4       2       2       8       6       3       1       4       9       6       6       6       7       2       
Vardas592               Pavarde592              8       1       9       8       10      8       8       3       3       2       10      2       4       3       9       6       
Vardas593               Pavarde593              9       9       8       2       9       10      1       5       10      3       3       3       5       7       9       9       
Vardas594               Pavarde594              1       9       8       8       7       3       10      4       7       1       7       10      10      4       6       9       
Vardas595               Pavarde595              6       5       5       9       5       2       10      5       3       5       1       8       2       9       2       2       
Vardas596               Pavarde596              9       8       1       1       4       9       2       6       7       10      4       5       3       9       10      6       
Vardas597               Pavarde597              8       10      9       7       10      6       3       3       7       5       6       7       9       1       9       7       
Vardas598               Pavarde598              1       10      6       4       4       10      8       3       8       5       3       5       3       8       9       4       
Vardas599               Pavarde599              2       5       9       3       5       1       8       4       5       2       7       2       7       9       8       1       
Vardas600               Pavarde600              4       8       4       10      6       9       8       5       6       6       7       8       7       7       2       3       
Vardas601               Pavarde601              7       6       3       6       4       4       9       7       2       8       10      5       5       10      10      8       
Vardas602               Pavarde602              5       7       3       4       1       9       8       9       2       6       8       4       5       9       8       7       
